Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
(264134)                   2009 UZ21   L4    4.749   5.614  13.24  20230913   47.56  323.2   85.8   10.1  0.083   5.181    17     MPO778885
(264135)                   2009 UX50   L4    4.441   6.051  13.32  20230913   53.79  177.6  220.9   10.0  0.153   5.246    14     MPO730122
(264138)                   2009 UX77   L4    4.898   5.538  13.73  20230913  121.22   80.3  245.6    4.3  0.061   5.218    16     MPO778886
(264139)                   2009 UP78   L4    4.880   5.423  13.60  20230913  333.80  109.8   25.1    7.6  0.053   5.152    14     MPO778886
(264141)                   2009 UG87   L4    4.382   6.089  12.70  20230913   94.23  283.1   73.7   13.1  0.163   5.236    16     MPO745323
(264144)                   2009 UJ91   L4    5.167   5.547  13.15  20230913   57.72  228.8  159.5    7.7  0.035   5.357    17     E2023-FI9
(264145)                   2009 UY97   L4    4.971   5.526  13.26  20230913  342.91   61.6   66.2    6.2  0.053   5.248    15     MPO778886
(264147)                   2009 UF132  L4    4.987   5.624  13.09  20230913   36.99  116.9  289.0    9.1  0.060   5.306    16     E2023-D28
(264150) Dolops            2009 VT24   L4    4.616   5.717  13.82  20230913  101.18  335.7   19.4    4.3  0.107   5.167    17     MPO778886
(264153)                   2009 VH80   L4    4.685   5.821  13.05  20230913   25.98  321.8  116.5   22.1  0.108   5.253    18     MPO778886
(264154)                   2009 VA107  L4    5.088   5.489  12.61  20230913   22.56  195.6  237.7   17.8  0.038   5.288    17     MPO778886
(264155)                   2009 VJ109  L4    5.040   5.233  13.17  20230913  231.33    8.0  234.1   19.4  0.019   5.136    14     MPO730122
(264156)                   2009 WV5    L4    4.936   5.650  13.37  20230913   92.69  271.6   95.2    8.4  0.067   5.293    17     MPO778886
(264157)                   2009 YM     L4    4.763   5.587  12.83  20230913   16.17  188.9  229.8    9.5  0.080   5.175    16     MPO745323
(264164)                   2010 AV106  L4    4.856   5.419  13.60  20230913  100.71  249.8  106.0    8.8  0.055   5.137    19     MPO778886
(264166)                   2010 AA123  L4    4.819   5.742  13.06  20230913   30.71  111.9  305.0    6.3  0.087   5.281    17     E2023-D28
(264387)                   2000 DR89   L4    4.974   5.651  13.85  20230913   53.21  288.5  141.1    7.0  0.064   5.312    15     MPO745323
(264770)                   2002 FS40   L4    4.810   5.494  13.98  20230913  343.23  146.8  343.9   18.4  0.066   5.152    13     MPO730127
(265294)                   2004 GO51   L4    4.843   5.266  13.40  20230913   10.81   32.1   44.5    6.3  0.042   5.055    14     MPO778895
(266644)                   2008 SP143  L4    4.888   5.544  13.84  20230913  102.29  333.9   60.0    7.7  0.063   5.216    14     MPO730138
(266647)                   2008 SH229  L4    4.685   5.683  13.64  20230913   62.35   98.9  312.8    6.2  0.096   5.184    14     MPO730138
(266648)                   2008 SX260  L4    4.839   5.753  13.46  20230913   74.80   27.9   23.5    6.8  0.086   5.296    16     MPO778906
(266656)                   2008 TG142  L4    5.177   5.313  13.57  20230913  239.30  190.8   33.8    6.8  0.013   5.245    17     MPO778906
(266662)                   2008 UJ209  L4    4.624   5.695  14.71  20230913  106.80   99.9  290.9    1.3  0.104   5.159    11     E2023-R23
(266736)                   2009 SU3    L4    4.116   6.252  13.82  20230913  335.63  147.2  329.5    8.0  0.206   5.184    13     MPO778906
(266772)                   2009 SW172  L4    4.972   5.305  13.80  20230913   12.58  193.4  238.2    6.7  0.032   5.138    17     MPO730138
(266779)                   2009 SO217  L4    4.480   5.931  13.46  20230913    1.80   92.0  355.4    6.9  0.139   5.205    15     MPO778907
(266791)                   2009 SA271  L4    4.321   6.108  13.22  20230913   24.35   97.3  345.0    6.2  0.171   5.214    15     MPO778907
(266808)                   2009 SN355  L4    4.638   5.604  13.85  20230913   15.69  223.2  209.5    6.9  0.094   5.121    18     MPO778907
(266813)                   2009 SW363  L4    4.618   5.741  13.47  20230913  338.53   61.0   46.8    7.3  0.108   5.179    16     MPO730139
(266851)                   2009 UK79   L4    4.935   5.417  13.76  20230913   80.27   59.5  325.0    3.6  0.047   5.176    19     MPO778907
(266869)                   2009 UZ151  L4    4.550   5.963  13.03  20230913   35.80  165.5  270.8   18.6  0.134   5.257    16     MPO730139
(266898)                   2009 WY105  L4    4.807   5.724  13.87  20230913   10.11  133.4  318.2    7.8  0.087   5.266    14     MPO778907
(266953)                   2010 UC27   L4    5.010   5.423  13.30  20230913  196.02   12.1  233.9    9.2  0.040   5.216    18     MPO730140
(266962)                   2010 VG48   L4    4.757   5.622  13.69  20230913   26.68   22.1   57.6    5.2  0.083   5.190    14     MPO730140
(266965)                   2010 VB58   L4    4.502   5.856  12.88  20230913   27.76  356.1   71.1   19.3  0.131   5.179    17     MPO778908
(266979)                   2010 WC16   L4    4.748   5.555  13.43  20230913  349.27  242.0  235.7    9.3  0.078   5.152    17     MPO778908
(266982)                   2010 WL62   L4    4.737   5.646  13.26  20230913  125.05  246.8   86.8    6.8  0.088   5.192    18     MPO778908
(266988)                   2010 XF35   L4    4.862   5.545  13.17  20230913   17.80   10.8   84.5   12.6  0.066   5.203    15     MPO778908
(266992)                   2010 XR43   L4    4.446   5.797  13.45  20230913   53.80  184.9  232.3   19.3  0.132   5.122    15     MPO778908
(266995)                   2010 XD67   L4    4.902   5.671  12.99  20230913   40.00  295.3  118.5   10.4  0.073   5.287    19     MPO778908
(266996)                   2010 XQ78   L4    4.862   5.556  13.07  20230913   41.09  330.0   92.7   24.2  0.067   5.209    15     MPO778908
(267099)                   1999 XG227  L4    4.880   5.631  13.15  20230913   57.13  105.9  297.8    6.3  0.071   5.256    15     MPO778909
(269327)                   2008 SC278  L4    4.923   5.666  13.54  20230913   64.45   96.6  293.3    6.3  0.070   5.295    16     MPO778926
(269356)                   2008 UF90   L4    4.578   5.912  13.51  20230913   98.32   60.1  299.6    4.9  0.127   5.245    16     MPO778927
(269420)                   2009 SD107  L4    4.780   5.628  13.04  20230913    4.36  256.7  183.8   25.1  0.082   5.204    17     MPO730156
(269464)                   2009 SK348  L4    4.468   6.095  13.00  20230913   22.62  285.2  145.8   17.4  0.154   5.281    15     MPO730156
(269549)                   2009 WS5    L4    4.918   5.579  13.69  20230913   87.03  276.7   97.3    4.3  0.063   5.249    17     MPO778928
(269620)                   2010 UJ58   L4    4.434   6.089  13.48  20230913  346.27  210.3  268.3    7.9  0.157   5.262    16     MPO778929
(269621)                   2010 UX96   L4    4.899   5.635  12.68  20230913  347.31   28.3   81.2   15.6  0.070   5.267    16     MPO778929
(269622)                   2010 VF38   L4    4.362   6.053  12.93  20230913  337.50   51.0   65.8   17.3  0.162   5.208    17     MPO778929
(269623)                   2010 VA173  L4    4.980   5.588  13.65  20230913  347.67   24.5   85.0    3.6  0.058   5.284    19     MPO778929
(270504)                   2002 EY161  L4    5.019   5.295  13.87  20230913  337.29   12.8  118.0    9.5  0.027   5.157    16     MPO778936
(272124)                   2005 MD11   L4    4.848   5.391  13.63  20230913  132.49  237.9   92.1    8.8  0.053   5.119    16     MPO778948
(274272)                   2008 PC12   L4    4.722   5.758  13.98  20230913   32.01  243.8  166.2    4.7  0.099   5.240    13     MPO778965
(274401)                   2008 RW124  L4    5.037   5.605  13.20  20230913   44.96   11.2   34.0    4.6  0.053   5.321    17     MPO778966
(274404)                   2008 RT128  L4    4.972   5.388  13.96  20230913  270.54  255.2  308.1    3.9  0.040   5.180    15     MPO730190
(274506)                   2008 SV144  L4    4.908   5.463  14.48  20230913   57.98  138.8  298.8    1.2  0.054   5.185    15     MPO778967
(274562)                   2008 SO278  L4    4.905   5.594  14.40  20230913   47.39   64.0   17.3    2.5  0.066   5.249    15     MPO730191
(274566)                   2008 SR291  L4    4.819   5.696  12.77  20230913   41.50  139.7  280.1    9.3  0.083   5.258    15     E2023-D35
(274634)                   2008 TM88   L4    4.624   5.779  13.72  20230913  100.37  300.2   85.9    7.4  0.111   5.202    15     MPO730191
(274651)                   2008 TF149  L4    4.959   5.448  13.45  20230913   47.54   26.9   40.0    8.4  0.047   5.203    15     MPO778968
(274666)                   2008 TG174  L4    4.984   5.582  14.05  20230913   47.91  338.1   97.8    2.5  0.057   5.283    14     E2023-C92
(274675)                   2008 UZ7    L4    4.830   5.729  13.45  20230913  355.23  124.3  343.8    6.6  0.085   5.280    16     MPO778968
(274680)                   2008 UL12   L4    4.538   5.750  14.37  20230913   66.65  121.9  305.6    5.4  0.118   5.144    16     MPO778968
(274773)                   2008 UV348  L4    5.043   5.327  14.70  20230913  122.03  358.7   13.5    4.4  0.027   5.185    13     MPO730192
(274870)                   2009 RH56   L4    4.982   5.432  13.24  20230913   84.89  312.5   54.4    9.1  0.043   5.207    17     MPO778970
(274905)                   2009 SR110  L4    4.470   5.990  13.63  20230913   37.00  148.8  269.2    6.6  0.145   5.230    14     MPO778970
(274970)                   2009 SK347  L4    4.451   5.925  13.46  20230913   22.83  353.7   85.6    9.2  0.142   5.188    16     MPO778970
(274976)                   2009 SR355  L4    4.936   5.427  13.51  20230913   35.18  350.7   41.7    3.4  0.047   5.182    16     MPO730193
(274988)                   2009 TG9    L4    4.646   5.839  13.24  20230913   49.47   43.7    1.5    5.6  0.114   5.242    16     MPO778971
(275006)                   2009 TM39   L4    4.858   5.445  13.00  20230913   42.21  320.7  104.8   16.1  0.057   5.151    17     MPO778971
(275007)                   2009 TW40   L4    4.671   5.894  13.41  20230913   27.36  226.9  202.4   21.3  0.116   5.283    17     E2023-C53
(275059)                   2009 UD117  L4    5.006   5.482  13.16  20230913   62.65  142.8  249.3   12.6  0.045   5.244    14     MPO730193
(275116)                   2009 VD57   L4    5.068   5.331  13.27  20230913  104.90  304.7   62.4    8.4  0.025   5.199    18     MPO778971
(275137)                   2009 VP72   L4    4.035   6.386  13.05  20230913   60.77  316.4   84.2   12.0  0.226   5.210    17     MPO778972
(275278)                   2010 AV93   L4    4.824   5.637  13.08  20230913   21.64  327.5   99.4   10.4  0.078   5.230    18     MPO778972
(275279)                   2010 AM107  L4    4.655   5.712  12.92  20230913    8.05  183.4  272.6   23.8  0.102   5.184    14     MPO778972
(275319)                   2010 UZ24   L4    4.998   5.429  13.46  20230913   20.42  195.0  244.0    7.1  0.041   5.213    18     MPO778973
(275322)                   2010 UP83   L4    4.751   5.438  13.79  20230913   30.30   93.5  333.1    3.1  0.067   5.094    19     MPO778973
(275324)                   2010 UH99   L4    4.485   5.980  13.14  20230913  349.32  192.0  277.7   10.6  0.143   5.232    17     MPO778973
(275332)                   2010 VV172  L4    4.879   5.385  13.73  20230913   78.79  310.8   76.7    5.8  0.049   5.132    17     MPO778973
(275333)                   2010 VT192  L4    5.111   5.195  13.77  20230913  158.28  277.2   31.4    8.1  0.008   5.153    13     MPO778973
(275342)                   2010 XV34   L4    4.705   5.821  12.49  20230913    2.07  182.2  269.0   23.8  0.106   5.263    18     MPO778973
(275371)                   2011 AZ54   L4    4.865   5.494  14.96  20230913   53.99  345.6  100.0    3.2  0.061   5.179     9     MPO730196
(275681)                   2000 SQ33   L5    4.456   5.934  12.71  20230913   32.25  287.3  356.1   25.0  0.142   5.195    15     MPO778976
(275682)                   2000 ST49   L5    4.434   5.895  13.20  20230913  356.39  146.9  191.7   27.7  0.141   5.165    15     MPO778976
(278163)                   2007 DO35   L5    4.588   5.722  13.32  20230913   14.14  142.4  168.8   23.4  0.110   5.155    16     MPO778995
(278572)                   2008 HB21   L5    4.949   5.548  13.68  20230913   30.72  107.0  211.8   16.5  0.057   5.249    15     MPO778998
(279204)                   2009 UM8    L4    4.817   5.555  13.38  20230913   64.44  199.8  177.2   18.6  0.071   5.186    16     MPO730223
(279282)                   2009 WF35   L4    5.162   5.396  13.71  20230913   20.67   46.8   11.0    6.6  0.022   5.279    13     MPO730223
(279487)                   2010 XT38   L4    4.939   5.650  13.19  20230913    7.53    3.0   83.8   27.5  0.067   5.295    14     MPO779004
(279511)                   2011 AQ72   L4    4.993   5.396  13.47  20230913   64.91  325.2  105.8    6.4  0.039   5.194    20     E2023-C92
(280072)                   2002 CL218  L4    4.717   5.676  13.06  20230913   11.99   84.4  351.1   30.2  0.092   5.197    14     MPO779009
(280987)                   2006 DQ88   L5    5.007   5.515  13.35  20230913   13.70  163.3  171.7   12.8  0.048   5.261    21     MPO779016
(282192)                   2001 TB229  L5    4.764   5.680  13.17  20230913  309.00   83.2  300.9   14.1  0.088   5.222    15     MPO779025
(282198)                   2001 UM166  L5    5.053   5.540  12.69  20230913   67.83  358.3  256.1    7.1  0.046   5.296    19     MPO779025
(282336)                   2002 VT     L5    4.965   5.416  13.01  20230913  275.76  139.8  262.4    9.2  0.043   5.190    18     E2023-R06
(282711)                   2006 BX193  L5    4.899   5.488  14.02  20230913   36.37   96.4  189.0    4.4  0.057   5.194    15     MPO779028
(283173)                   2009 HZ62   L5    4.975   5.457  13.34  20230913  343.94  158.0  162.0   12.6  0.046   5.216    17     MPO745323
(283176)                   2009 QF59   L4    4.104   6.264  12.98  20230913   22.98   37.8   31.6    7.1  0.208   5.184    18     MPO779032
(283178)                   2009 SF1    L5    4.344   6.072  13.74  20230913   38.68  128.7  157.8   14.6  0.166   5.208    13     MPO779032
(283236)                   2010 TT162  L4    4.440   5.864  13.43  20230913  355.16   25.2   65.3    7.6  0.138   5.152    17     MPO779032
(283396)                   2000 RC98   L5    4.485   5.924  12.70  20230913  352.10   27.9  319.2   25.4  0.138   5.204    16     MPO779033
